ionizable_lipid,ionizable_lipid_group,ionizable_lipid_structural_class,peg_lipid,sterol_lipid,helper_lipid,target_type,ionizable_mol_percent_est,helper_mol_percent_est,cholesterol_mol_percent_est,peg_mol_percent_est,total_structural_lipid_percent_est,non_peg_lipid_percent_est,peg_fraction_of_total_lipid_est,ionizable_fraction_of_non_peg_lipid_est,helper_fraction_of_structural_lipid_est,cholesterol_fraction_of_structural_lipid_est,ionizable_helper_ratio,ionizable_cholesterol_ratio,ionizable_peg_ratio,helper_cholesterol_ratio,helper_peg_ratio,cholesterol_peg_ratio,microfluidic_device_family,primary_aqueous_buffer,primary_aqueous_buffer_mM_est,aqueous_phase_pH,aqueous_buffer_acidity_proxy,organic_ethanol_percent_est,organic_phase_contains_aqueous_component,organic_fraction_post_mix,aqueous_fraction_post_mix,post_mix_ethanol_fraction_est,post_mix_buffer_concentration_est,post_mix_buffer_acidity_proxy,has_sterile_filtration,storage_buffer_identity,frr_est,ionizable_adv_MolWt,ionizable_adv_MolLogP,ionizable_adv_TPSA,ionizable_adv_NumHAcceptors,ionizable_adv_NumHDonors,ionizable_adv_NumRotatableBonds,ionizable_adv_HeavyAtomCount,ionizable_adv_FractionCSP3,ionizable_adv_RingCount,ionizable_adv_NumHeteroatoms,ionizable_adv_MolMR,ionizable_adv_FormalCharge,peg_adv_MolWt,peg_adv_MolLogP,peg_adv_TPSA,peg_adv_NumHAcceptors,peg_adv_NumHDonors,peg_adv_NumRotatableBonds,peg_adv_HeavyAtomCount,peg_adv_FractionCSP3,peg_adv_NumHeteroatoms,peg_adv_MolMR,peg_adv_FormalCharge,helper_adv_MolWt,helper_adv_MolLogP,helper_adv_TPSA,helper_adv_NumHAcceptors,helper_adv_NumHDonors,helper_adv_NumRotatableBonds,helper_adv_HeavyAtomCount,helper_adv_FractionCSP3,helper_adv_NumHeteroatoms,helper_adv_MolMR,helper_adv_FormalCharge,total_nitrogen_count,ionizable_nitrogen_count,quaternary_nitrogen_count,nitrogen_to_molecular_weight,ionizable_nitrogen_to_molecular_weight,particle_size_nm_std
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOPE,mRNA,20.0,27.5,37.5,15.0,65.0,85.0,0.15,0.23529411764705882,0.4230769230769231,0.5769230769230769,0.7272727272727273,0.5333333333333333,1.3333333333333333,0.7333333333333333,1.8333333333333333,2.5,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,50.6
7C1,7C1,combinatorial_lipidoid,C18-PEG2000,cholesterol,DOPE,mRNA,60.0,25.0,10.0,5.0,35.0,95.0,0.05,0.631578947368421,0.7142857142857143,0.2857142857142857,2.4,6.0,12.0,2.5,5.0,2.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4263.280999999995,7.650900000000169,868.000000000001,92.0,1.0,286.0,291.0,0.9949748743718593,92.0,1065.098800000007,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,64.9
7C1,7C1,combinatorial_lipidoid,C18-PEG2000,cholesterol,DOPE,mRNA,50.0,20.0,23.5,6.5,43.5,93.5,0.065,0.5347593582887701,0.45977011494252873,0.5402298850574713,2.5,2.127659574468085,7.6923076923076925,0.851063829787234,3.076923076923077,3.6153846153846154,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4263.280999999995,7.650900000000169,868.000000000001,92.0,1.0,286.0,291.0,0.9949748743718593,92.0,1065.098800000007,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,475.9
7C1,7C1,combinatorial_lipidoid,C18-PEG2000,cholesterol,DOPE,mRNA,35.0,44.5,18.0,2.5,62.5,97.5,0.025,0.358974358974359,0.712,0.288,0.7865168539325843,1.9444444444444444,14.0,2.4722222222222223,17.8,7.2,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4263.280999999995,7.650900000000169,868.000000000001,92.0,1.0,286.0,291.0,0.9949748743718593,92.0,1065.098800000007,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,103.2
7C1,7C1,combinatorial_lipidoid,C18-PEG2000,cholesterol,DOPE,mRNA,20.0,27.5,37.5,15.0,65.0,85.0,0.15,0.23529411764705882,0.4230769230769231,0.5769230769230769,0.7272727272727273,0.5333333333333333,1.3333333333333333,0.7333333333333333,1.8333333333333333,2.5,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4263.280999999995,7.650900000000169,868.000000000001,92.0,1.0,286.0,291.0,0.9949748743718593,92.0,1065.098800000007,0.0,744.0479999999993,11.60869999999999,134.38,8.0,2.0,39.0,51.0,0.8536585365853658,10.0,210.52669999999915,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,72.5
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DSPC,mRNA,60.0,25.0,10.0,5.0,35.0,95.0,0.05,0.631578947368421,0.7142857142857143,0.2857142857142857,2.4,6.0,12.0,2.5,5.0,2.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,790.1609999999991,12.172199999999988,111.19,8.0,0.0,42.0,54.0,0.9545454545454546,10.0,222.34089999999895,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,52.2
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DSPC,mRNA,50.0,20.0,23.5,6.5,43.5,93.5,0.065,0.5347593582887701,0.45977011494252873,0.5402298850574713,2.5,2.127659574468085,7.6923076923076925,0.851063829787234,3.076923076923077,3.6153846153846154,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,790.1609999999991,12.172199999999988,111.19,8.0,0.0,42.0,54.0,0.9545454545454546,10.0,222.34089999999895,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,254.8
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DSPC,mRNA,35.0,44.5,18.0,2.5,62.5,97.5,0.025,0.358974358974359,0.712,0.288,0.7865168539325843,1.9444444444444444,14.0,2.4722222222222223,17.8,7.2,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,790.1609999999991,12.172199999999988,111.19,8.0,0.0,42.0,54.0,0.9545454545454546,10.0,222.34089999999895,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,442.2
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DSPC,mRNA,20.0,27.5,37.5,15.0,65.0,85.0,0.15,0.23529411764705882,0.4230769230769231,0.5769230769230769,0.7272727272727273,0.5333333333333333,1.3333333333333333,0.7333333333333333,1.8333333333333333,2.5,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,790.1609999999991,12.172199999999988,111.19,8.0,0.0,42.0,54.0,0.9545454545454546,10.0,222.34089999999895,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,93.3
7C1,7C1,combinatorial_lipidoid,C18-PEG2000,cholesterol,DSPC,mRNA,60.0,25.0,10.0,5.0,35.0,95.0,0.05,0.631578947368421,0.7142857142857143,0.2857142857142857,2.4,6.0,12.0,2.5,5.0,2.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4263.280999999995,7.650900000000169,868.000000000001,92.0,1.0,286.0,291.0,0.9949748743718593,92.0,1065.098800000007,0.0,790.1609999999991,12.172199999999988,111.19,8.0,0.0,42.0,54.0,0.9545454545454546,10.0,222.34089999999895,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,52.4
7C1,7C1,combinatorial_lipidoid,C18-PEG2000,cholesterol,DSPC,mRNA,50.0,20.0,23.5,6.5,43.5,93.5,0.065,0.5347593582887701,0.45977011494252873,0.5402298850574713,2.5,2.127659574468085,7.6923076923076925,0.851063829787234,3.076923076923077,3.6153846153846154,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4263.280999999995,7.650900000000169,868.000000000001,92.0,1.0,286.0,291.0,0.9949748743718593,92.0,1065.098800000007,0.0,790.1609999999991,12.172199999999988,111.19,8.0,0.0,42.0,54.0,0.9545454545454546,10.0,222.34089999999895,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,110.6
7C1,7C1,combinatorial_lipidoid,C18-PEG2000,cholesterol,DSPC,mRNA,35.0,44.5,18.0,2.5,62.5,97.5,0.025,0.358974358974359,0.712,0.288,0.7865168539325843,1.9444444444444444,14.0,2.4722222222222223,17.8,7.2,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4263.280999999995,7.650900000000169,868.000000000001,92.0,1.0,286.0,291.0,0.9949748743718593,92.0,1065.098800000007,0.0,790.1609999999991,12.172199999999988,111.19,8.0,0.0,42.0,54.0,0.9545454545454546,10.0,222.34089999999895,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,614.6
7C1,7C1,combinatorial_lipidoid,C18-PEG2000,cholesterol,DSPC,mRNA,20.0,27.5,37.5,15.0,65.0,85.0,0.15,0.23529411764705882,0.4230769230769231,0.5769230769230769,0.7272727272727273,0.5333333333333333,1.3333333333333333,0.7333333333333333,1.8333333333333333,2.5,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4263.280999999995,7.650900000000169,868.000000000001,92.0,1.0,286.0,291.0,0.9949748743718593,92.0,1065.098800000007,0.0,790.1609999999991,12.172199999999988,111.19,8.0,0.0,42.0,54.0,0.9545454545454546,10.0,222.34089999999895,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,77.4
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTAP,mRNA,60.0,30.0,5.0,5.0,35.0,95.0,0.05,0.631578947368421,0.8571428571428571,0.14285714285714285,2.0,12.0,12.0,6.0,6.0,1.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,663.1049999999999,12.222599999999986,52.6,4.0,0.0,35.0,47.0,0.8571428571428571,5.0,202.64239999999918,1.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,179.6
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTAP,mRNA,55.0,35.0,5.0,5.0,40.0,95.0,0.05,0.5789473684210527,0.875,0.125,1.5714285714285714,11.0,11.0,7.0,7.0,1.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,663.1049999999999,12.222599999999986,52.6,4.0,0.0,35.0,47.0,0.8571428571428571,5.0,202.64239999999918,1.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,68.5
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTAP,mRNA,45.0,45.0,5.0,5.0,50.0,95.0,0.05,0.47368421052631576,0.9,0.1,1.0,9.0,9.0,9.0,9.0,1.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,663.1049999999999,12.222599999999986,52.6,4.0,0.0,35.0,47.0,0.8571428571428571,5.0,202.64239999999918,1.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,95.2
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTAP,mRNA,35.0,55.0,5.0,5.0,60.0,95.0,0.05,0.3684210526315789,0.9166666666666666,0.08333333333333333,0.6363636363636364,7.0,7.0,11.0,11.0,1.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,663.1049999999999,12.222599999999986,52.6,4.0,0.0,35.0,47.0,0.8571428571428571,5.0,202.64239999999918,1.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,65.5
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTAP,mRNA,30.0,60.0,5.0,5.0,65.0,95.0,0.05,0.3157894736842105,0.9230769230769231,0.07692307692307693,0.5,6.0,6.0,12.0,12.0,1.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,663.1049999999999,12.222599999999986,52.6,4.0,0.0,35.0,47.0,0.8571428571428571,5.0,202.64239999999918,1.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,193.8
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTAP,mRNA,60.0,25.0,10.0,5.0,35.0,95.0,0.05,0.631578947368421,0.7142857142857143,0.2857142857142857,2.4,6.0,12.0,2.5,5.0,2.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,663.1049999999999,12.222599999999986,52.6,4.0,0.0,35.0,47.0,0.8571428571428571,5.0,202.64239999999918,1.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,68.8
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTAP,mRNA,50.0,20.0,23.5,6.5,43.5,93.5,0.065,0.5347593582887701,0.45977011494252873,0.5402298850574713,2.5,2.127659574468085,7.6923076923076925,0.851063829787234,3.076923076923077,3.6153846153846154,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,663.1049999999999,12.222599999999986,52.6,4.0,0.0,35.0,47.0,0.8571428571428571,5.0,202.64239999999918,1.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,173.1
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTAP,mRNA,35.0,44.5,18.0,2.5,62.5,97.5,0.025,0.358974358974359,0.712,0.288,0.7865168539325843,1.9444444444444444,14.0,2.4722222222222223,17.8,7.2,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,663.1049999999999,12.222599999999986,52.6,4.0,0.0,35.0,47.0,0.8571428571428571,5.0,202.64239999999918,1.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,145.5
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTAP,mRNA,20.0,27.5,37.5,15.0,65.0,85.0,0.15,0.23529411764705882,0.4230769230769231,0.5769230769230769,0.7272727272727273,0.5333333333333333,1.3333333333333333,0.7333333333333333,1.8333333333333333,2.5,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,663.1049999999999,12.222599999999986,52.6,4.0,0.0,35.0,47.0,0.8571428571428571,5.0,202.64239999999918,1.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,149.1
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTMA,mRNA,60.0,30.0,5.0,5.0,35.0,95.0,0.05,0.631578947368421,0.8571428571428571,0.14285714285714285,2.0,12.0,12.0,6.0,6.0,1.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,670.592,10.173399999999997,18.46,2.0,0.0,37.0,46.0,0.9047619047619048,4.0,202.36239999999918,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,106.9
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTMA,mRNA,55.0,35.0,5.0,5.0,40.0,95.0,0.05,0.5789473684210527,0.875,0.125,1.5714285714285714,11.0,11.0,7.0,7.0,1.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,670.592,10.173399999999997,18.46,2.0,0.0,37.0,46.0,0.9047619047619048,4.0,202.36239999999918,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,141.1
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTMA,mRNA,45.0,45.0,5.0,5.0,50.0,95.0,0.05,0.47368421052631576,0.9,0.1,1.0,9.0,9.0,9.0,9.0,1.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,670.592,10.173399999999997,18.46,2.0,0.0,37.0,46.0,0.9047619047619048,4.0,202.36239999999918,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,103.4
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTMA,mRNA,35.0,55.0,5.0,5.0,60.0,95.0,0.05,0.3684210526315789,0.9166666666666666,0.08333333333333333,0.6363636363636364,7.0,7.0,11.0,11.0,1.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,670.592,10.173399999999997,18.46,2.0,0.0,37.0,46.0,0.9047619047619048,4.0,202.36239999999918,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,69.4
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTMA,mRNA,30.0,60.0,5.0,5.0,65.0,95.0,0.05,0.3157894736842105,0.9230769230769231,0.07692307692307693,0.5,6.0,6.0,12.0,12.0,1.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,670.592,10.173399999999997,18.46,2.0,0.0,37.0,46.0,0.9047619047619048,4.0,202.36239999999918,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,96.2
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTMA,mRNA,60.0,25.0,10.0,5.0,35.0,95.0,0.05,0.631578947368421,0.7142857142857143,0.2857142857142857,2.4,6.0,12.0,2.5,5.0,2.0,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,670.592,10.173399999999997,18.46,2.0,0.0,37.0,46.0,0.9047619047619048,4.0,202.36239999999918,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,355.7
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTMA,mRNA,50.0,20.0,23.5,6.5,43.5,93.5,0.065,0.5347593582887701,0.45977011494252873,0.5402298850574713,2.5,2.127659574468085,7.6923076923076925,0.851063829787234,3.076923076923077,3.6153846153846154,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,670.592,10.173399999999997,18.46,2.0,0.0,37.0,46.0,0.9047619047619048,4.0,202.36239999999918,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,163.2
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTMA,mRNA,35.0,44.5,18.0,2.5,62.5,97.5,0.025,0.358974358974359,0.712,0.288,0.7865168539325843,1.9444444444444444,14.0,2.4722222222222223,17.8,7.2,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,670.592,10.173399999999997,18.46,2.0,0.0,37.0,46.0,0.9047619047619048,4.0,202.36239999999918,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,152.6
7C1,7C1,combinatorial_lipidoid,C14-PEG2000,cholesterol,DOTMA,mRNA,20.0,27.5,37.5,15.0,65.0,85.0,0.15,0.23529411764705882,0.4230769230769231,0.5769230769230769,0.7272727272727273,0.5333333333333333,1.3333333333333333,0.7333333333333333,1.8333333333333333,2.5,generic_microfluidic_chip,citrate,10.0,,,100.0,False,0.75,0.25,0.75,2.5,,False,PBS,0.3333333333333333,1170.9899999999989,7.623800000000003,223.89,16.0,12.0,72.0,82.0,1.0,0.0,16.0,357.54480000000046,0.0,4207.172999999995,6.090500000000161,868.000000000001,92.0,1.0,282.0,287.0,0.9948717948717949,92.0,1046.6308000000067,0.0,670.592,10.173399999999997,18.46,2.0,0.0,37.0,46.0,0.9047619047619048,4.0,202.36239999999918,0.0,13.0,13.0,0.0,0.011101717350276272,0.011101717350276272,81.9
